car_brand,car_model,mileage_km,engine_size_cc,transmission,fuel_type,steering_type,drive_train,no_of_seats,no_of_doors,body_type,Power Steering,Air Conditioner,Navigation,Air Bag,Anti-Lock Brake System,Fog Lights,Power Windows,Alloy Wheels,year,price(Ksh)
NISSAN,LEAF E+ G,21000.0,900.0,Automatic Transmission,Electric/Other,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2019,3149864.0
BMW,X5,44000.0,2998.0,Automatic Transmission,Diesel,LHD,4WD,7 Seats,4 Doors,suv,0,1,0,0,0,0,0,0,2020,9012108.0
BMW,X6,24000.0,2993.0,Automatic Transmission,Diesel,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022,12138104.0
LAND,ROVER RANGE ROVER SPORT,47000.0,3000.0,Automatic Transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2019,9293035.0
TOYOTA,AQUA X,1000.0,1500.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,0,2022,2480445.0
KIA,K8,36000.0,2497.0,Automatic Transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021,4897765.0
BMW,X5,90000.0,2993.0,Automatic Transmission,Diesel,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2017,6835672.0
TOYOTA,PRIUS,44000.0,1800.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2017,2291852.0
MERCEDES,E CLASS,51000.0,1991.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019,5926312.0
HYUNDAI,PALISADE,4000.0,3778.0,Automatic Transmission,Petrol,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2023,4883891.0
Abarth,595,6000.0,1400.0,Manual Transmission,Petrol,RHD,Other,4 Seats,3 Doors,hatchback,1,1,0,1,0,0,1,1,2022,3834986.0
MERCEDES,E CLASS,116000.0,2987.0,Automatic Transmission,Diesel,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017,4509744.0
MERCEDES,C CLASS,11000.0,1991.0,Automatic Transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020,4642591.0
TOYOTA,FORTUNER 2.8 GR SPORT SPORT BLACK TOP 4WD,9000.0,2800.0,Automatic Transmission,Diesel,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,1,1,1,2021,8967983.0
MERCEDES,E CLASS,84000.0,1991.0,Automatic Transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018,4751727.0
TOYOTA,LAND CRUISER PRADO,11000.0,2700.0,Automatic Transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2022,6398972.0
TOYOTA,CROWN HYBRID,17000.0,2500.0,Automatic Transmission,Petrol,RHD,Other,4 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017,4296497.0
BMW,7 SERIES,24000.0,2998.0,Automatic Transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021,10642708.0
NISSAN,XTRAIL 20X,94000.0,1990.0,Automatic Transmission,Petrol,RHD,2WD,8 Seats,5 Doors,suv,1,1,1,1,1,1,1,1,2018,1579721.0
SUZUKI,ALTO L,10000.0,900.0,Automatic Transmission,Petrol,RHD,Other,4 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,0,2020,2493165.0
BMW,5 SERIES,37000.0,1998.0,Automatic Transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020,6605466.0
TOYOTA,CAMRY,31000.0,2500.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,4 Doors,sedan,1,1,0,0,0,0,1,1,2019,4821449.0
TOYOTA,PRIUS,69000.0,1800.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2016,2271124.0
MERCEDES,GLS CLASS,27000.0,3982.0,Automatic Transmission,Petrol,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2020,4883891.0
AMG,CCLASS,41000.0,3000.0,Automatic Transmission,Petrol,RHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019,4508959.0
GENESIS,GV80,86000.0,3470.0,Automatic Transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2020,6987206.0
MERCEDES,GLB CLASS,26000.0,1991.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,hatchback,1,1,0,1,0,0,1,1,2021,6073606.0
LAND,ROVER RANGE ROVER,80000.0,4300.0,Automatic Transmission,Petrol,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2018,4883891.0
TOYOTA,86,18000.0,2000.0,Manual Transmission,Petrol,RHD,2WD,4 Seats,3 Doors,coupe,0,1,0,1,0,0,0,0,2019,4883891.0
TOYOTA,YARIS,11000.0,1500.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2020,2702486.0
TOYOTA,CAMRY,5000.0,2487.0,Automatic Transmission,Hybrid,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2023,4896980.0
TOYOTA,CROWN HYBRID,27000.0,2500.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018,4646988.0
MERCEDES,E CLASS,17000.0,1991.0,Automatic Transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2022,7303779.0
MERCEDES,GLE CLASS,78000.0,2987.0,Automatic Transmission,Diesel,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2018,5996033.0
TOYOTA,HARRIER,1000.0,2000.0,Automatic Transmission,Petrol,RHD,Other,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2023,5788125.0
SUBARU,IMPREZA SPORT 2.0I L EYESIGHT,44000.0,2000.0,Automatic Transmission,Petrol,RHD,2WD,5 Seats,5 Doors,hatchback,1,1,1,1,1,1,1,1,2018,1259223.0
TOYOTA,PRIUS G,1000.0,2000.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2023,5617591.0
BMW,X5,39000.0,3000.0,Automatic Transmission,Diesel,RHD,4WD,7 Seats,5 Doors,suv,0,1,0,1,0,0,0,1,2019,6893617.0
TOYOTA,VITZ F,44000.0,1000.0,Automatic Transmission,Petrol,RHD,2WD,4 Seats,5 Doors,hatchback,1,1,0,1,1,0,1,0,2017,826291.0
TOYOTA,LAND CRUISER,1000.0,3500.0,Automatic Transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2023,12155848.999999987
NISSAN,GT-R,12000.0,3800.0,Automatic Transmission,Petrol,RHD,4WD,2 Seats,2 Doors,coupe,1,0,0,0,0,0,1,0,2016,12155848.999999987
TOYOTA,LAND CRUISER PRADO,23000.0,900.0,Automatic Transmission,Petrol,LHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,0,2017,4883891.0
FORD,MUSTANG,14000.0,4300.0,Automatic Transmission,Petrol,LHD,Other,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2015,6098798.0
TOYOTA,LAND CRUISER PRADO,43000.0,2700.0,Automatic Transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,0,1,0,1,0,0,0,1,2018,5722173.0
MERCEDES,E CLASS,34000.0,1991.0,Automatic Transmission,Petrol,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020,5714792.0
VOLKSWAGEN,GOLF,69000.0,1200.0,Automatic Transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2019,2421873.0
HYUNDAI,PALISADE,19000.0,3778.0,Automatic Transmission,Petrol,LHD,Other,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022,6231421.0
GENESIS,G80,21000.0,3470.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021,7197313.0
HONDA,FIT 13G F,102000.0,1310.0,Automatic Transmission,Petrol,RHD,2WD,5 Seats,5 Doors,hatchback,1,1,1,1,1,0,1,0,2018,1076911.0
MITSUBISHI,LANCER,5000.0,2000.0,Manual Transmission,Petrol,RHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2015,7356855.0
FIAT,500,31000.0,900.0,Automatic Transmission,Petrol,RHD,Other,4 Seats,3 Doors,hatchback,1,1,0,1,0,0,1,1,2019,2875376.0
MITSUBISHI,PAJERO SPORT 2.4 GT PREMIUM 2WD,15000.0,2400.0,Automatic Transmission,Diesel,RHD,Other,7 Seats,5 Doors,suv,1,1,0,1,0,1,1,1,2022,6015819.0
BMW,X4,39000.0,1998.0,Automatic Transmission,Petrol,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021,7172659.0
TOYOTA,FORTUNER,34000.0,2700.0,Automatic Transmission,Petrol,LHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,1,1,1,2017,5612880.0
Abarth,595,30000.0,1400.0,Manual Transmission,Petrol,LHD,Other,4 Seats,3 Doors,hatchback,1,1,0,1,0,0,1,1,2017,2680345.0
MERCEDES,E CLASS,39000.0,1950.0,Automatic Transmission,Diesel,LHD,2WD,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2019,5698056.0
SUBARU,WRX STI,46000.0,2000.0,Manual Transmission,Petrol,RHD,4WD,5 Seats,4 Doors,sedan,0,1,0,1,0,0,0,0,2015,4263207.0
GENESIS,G90,122000.0,3342.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020,5591524.0
PORSCHE,CAYENNE,72000.0,3600.0,Automatic Transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2017,6518315.0
HYUNDAI,PALISADE,2000.0,3778.0,Automatic Transmission,Petrol,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2023,4883891.0
KIA,K8,24000.0,1598.0,Automatic Transmission,Hybrid,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2022,5891922.0
VOLKSWAGEN,THE BEETLE,45000.0,1200.0,Automatic Transmission,Petrol,RHD,Other,4 Seats,3 Doors,hatchback,1,1,0,1,0,0,1,0,2018,2501173.0
TOYOTA,AQUA,21000.0,1500.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2020,2536034.0
TOYOTA,YARIS G 4WD,11000.0,1500.0,Automatic Transmission,Petrol,RHD,4WD,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,0,2022,2231553.0
TOYOTA,LAND CRUISER ZX,16000.0,3500.0,Automatic Transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2022,12155848.999999987
TOYOTA,CROWN HYBRID,8000.0,2500.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021,4824589.0
TOYOTA,PRIUS PHV,14000.0,1800.0,Automatic Transmission,Petrol,RHD,Other,4 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,0,2018,2429725.0
BMW,X3,14000.0,2000.0,Automatic Transmission,Diesel,RHD,4WD,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2020,6669064.0
HYUNDAI,PALISADE,20000.0,3778.0,Automatic Transmission,Petrol,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021,6266125.0
LEXUS,RX,41000.0,3500.0,Automatic Transmission,Petrol,RHD,4WD,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2019,7350574.0
MERCEDES,S CLASS,116000.0,2987.0,Automatic Transmission,Diesel,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2015,5346400.0
TOYOTA,COROLLA SPORT,19000.0,1800.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2018,2740644.0
BMW,2 SERIES,3000.0,1490.0,Automatic Transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2022,3750975.0
MERCEDES,E CLASS,46000.0,1991.0,Automatic Transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020,6167353.0
KIA,K9,72000.0,3342.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018,4578523.0
MERCEDES,GLE CLASS,50000.0,2925.0,Automatic Transmission,Diesel,LHD,4WD,4 Seats,4 Doors,coupe,1,1,0,1,0,0,1,1,2021,11135316.0
TOYOTA,PRIUS PHV A,29000.0,1800.0,Automatic Transmission,Hybrid,RHD,Other,4 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2017,3037274.0
NISSAN,LEAF,9000.0,900.0,Automatic Transmission,Electric/Other,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2020,4020596.0
SUBARU,BRZ S,1000.0,2400.0,Automatic Transmission,Petrol,RHD,Other,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2023,4912381.0
MERCEDES,S CLASS,76000.0,3982.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019,11009530.0
MERCEDES,CLS CLASS,1000.0,2999.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2023,12101673.0
ISUZU,MU-X 3.0 ULTIMATE 2WD,55000.0,3000.0,Automatic Transmission,Diesel,RHD,Other,7 Seats,5 Doors,suv,1,1,0,1,0,1,1,1,2021,6502612.0
MERCEDES,E CLASS,28000.0,1950.0,Automatic Transmission,Diesel,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020,7107962.0
TOYOTA,HARRIER HYBRID,1000.0,2500.0,Automatic Transmission,Hybrid,RHD,Other,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2023,6405253.0
GENESIS,G80,123000.0,2497.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021,5328970.0
SUBARU,BRZ,27000.0,2000.0,Manual Transmission,Petrol,RHD,2WD,4 Seats,2 Doors,coupe,0,1,0,1,0,0,0,1,2018,4246773.0
MERCEDES,CLS CLASS,49000.0,2999.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019,8169328.0
HYUNDAI,GRANDEUR,6000.0,1598.0,Automatic Transmission,Hybrid,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2023,6254975.0
LEXUS,ES,31000.0,2487.0,Automatic Transmission,Hybrid,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021,6309936.0
HYUNDAI,PALISADE,1000.0,3778.0,Automatic Transmission,Petrol,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2023,7439924.0
CHRYSLER,JEEP JEEP WRANGLER UNLIMITED,7000.0,1990.0,Automatic Transmission,Petrol,RHD,4WD,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2021,6210536.0
TOYOTA,PRIUS,1000.0,2000.0,Automatic Transmission,Hybrid,RHD,2WD,5 Seats,5 Doors,hatchback,0,1,0,1,0,0,0,1,2023,4981619.0
BMW,5 SERIES,42000.0,1998.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019,5872607.0
TOYOTA,PRIUS,57000.0,1800.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2018,4883891.0
NISSAN,LEAF E+ G,22000.0,900.0,Automatic Transmission,Electric/Other,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2020,3814415.0
TOYOTA,FORTUNER 2.8 TRD SPORTIVO 4WD,40000.0,2800.0,Automatic Transmission,Diesel,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,1,1,1,2018,7130732.0
SUBARU,BRZ S,48000.0,2000.0,Automatic Transmission,Petrol,RHD,Other,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2016,4883891.0
TOYOTA,LAND CRUISER ZX,59000.0,4300.0,Automatic Transmission,Petrol,RHD,4WD,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2017,6926593.0
PORSCHE,CAYENNE,26000.0,3000.0,Automatic Transmission,Hybrid,RHD,4WD,8 Seats,5 Doors,suv,0,1,0,1,0,0,0,1,2016,6979983.0
TOYOTA,LAND CRUISER PRADO,10000.0,2700.0,Automatic Transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,0,1,0,1,0,0,0,0,2022,6361285.0
MAZDA,MAZDA3 FASTBACK,12000.0,1800.0,Automatic Transmission,Diesel,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2020,4883891.0
HYUNDAI,PALISADE,26000.0,2199.0,Automatic Transmission,Diesel,LHD,Other,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022,5696891.0
GENESIS,G80,17000.0,2497.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021,7362979.0
BMW,7 SERIES,12000.0,2998.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2022,12155848.999999987
BMW,X6,95000.0,2993.0,Automatic Transmission,Diesel,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2015,5859574.0
TOYOTA,PRIUS S,42000.0,1800.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2019,2699345.0
VOLKSWAGEN,GOLF GTI,11000.0,2000.0,Automatic Transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2017,3203726.0
SUZUKI,SWIFT SPORT,40000.0,1400.0,Automatic Transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2018,2529753.0
KIA,K8,10000.0,1598.0,Automatic Transmission,Hybrid,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2023,6173791.0
BMW,5 SERIES,86000.0,1995.0,Automatic Transmission,Diesel,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019,4883891.0
TOYOTA,PRIUS,41000.0,1800.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2016,3121285.0
TOYOTA,PRIUS,47000.0,1800.0,Automatic Transmission,Hybrid,RHD,4WD,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2019,3211734.0
AUDI,A6,67000.0,1984.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019,4654212.0
LAND,ROVER RANGE ROVER SPORT 2016 GCC V8 SUPER CHARGED FULL OPTIONS,130000.0,900.0,Automatic Transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,0,2016,6732975.0
MASERATI,QUATTROPORTE,21000.0,3000.0,Automatic Transmission,Petrol,RHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019,9949420.0
FIAT,500,1000.0,900.0,Automatic Transmission,Petrol,RHD,Other,4 Seats,3 Doors,hatchback,1,1,0,1,0,0,1,1,2023,3638228.0
TOYOTA,LAND CRUISER PRADO TZ G,91000.0,2750.0,Automatic Transmission,Diesel,RHD,4WD,7 Seats,5 Doors,suv,1,1,1,1,1,1,1,1,2015,3696957.0
BMW,5 SERIES,84000.0,1998.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017,4582920.0
ALFA,ROMEO STELVIO,2000.0,2200.0,Automatic Transmission,Diesel,RHD,4WD,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2023,6868492.0
BMW,X6,95000.0,2993.0,Automatic Transmission,Diesel,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2018,5700974.0
GENESIS,GV80,19000.0,2497.0,Automatic Transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021,8969867.0
TOYOTA,PRIUS,59000.0,1800.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2020,2434593.0
LAND,ROVER RANGE ROVER SPORT 3.0 SD V6 HSE DYNAMIC AUTO 4WD EURO 6 (S/S) 5DR,76000.0,3000.0,Automatic Transmission,Diesel,RHD,4WD,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,0,2020,9289894.0
GENESIS,G80,93000.0,2199.0,Automatic Transmission,Diesel,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019,4448031.0
GENESIS,G90,40000.0,3778.0,Automatic Transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020,6347309.0
TOYOTA,PRIUS PHV,18000.0,1800.0,Automatic Transmission,Hybrid,RHD,2WD,4 Seats,5 Doors,hatchback,0,1,0,1,0,0,0,0,2017,2975404.0
BMW,7 SERIES,51000.0,2993.0,Automatic Transmission,Hybrid,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021,9607095.0
TOYOTA,PRIUS 1.8 S,57000.0,1800.0,Automatic Transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2019,2302844.0
VOLKSWAGEN,GOLF,38000.0,1200.0,Automatic Transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2021,2334565.0
NISSAN,XTRAIL G E-4ORCE,4000.0,1500.0,Automatic Transmission,Hybrid,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2022,5360690.0
MERCEDES,S CLASS 2.9 S350L D AMG LINE (EXECUTIVE) G-TRONIC+ EURO 6 (S/S) 4DR,66000.0,2900.0,Automatic Transmission,Diesel,RHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,0,2018,8300605.0
BMW,X3,59000.0,1995.0,Automatic Transmission,Diesel,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2019,5784671.0
MERCEDES,GLC CLASS,30000.0,1991.0,Automatic Transmission,Petrol,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2019,5522588.0
SUBARU,WRX STI STI,57000.0,2000.0,Manual Transmission,Petrol,RHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018,4394798.0
GENESIS,G80,22000.0,3342.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018,4867458.0
MERCEDES,S CLASS,130000.0,2925.0,Automatic Transmission,Diesel,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018,8003348.0
GENESIS,G90,49000.0,3778.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021,8393253.0
HYUNDAI,GRANDEUR,29000.0,1598.0,Automatic Transmission,Hybrid,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2023,6702982.0
LEXUS,ES,84000.0,2487.0,Automatic Transmission,Hybrid,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021,6785580.0
MERCEDES,A CLASS,13000.0,1991.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021,4700536.0
SUBARU,WRX S4,59000.0,2000.0,Automatic Transmission,Petrol,RHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020,4878608.0
MERCEDES,S CLASS,68000.0,2925.0,Automatic Transmission,Diesel,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019,9940470.0
MERCEDES,S CLASS 5.5 S63 V8 AMG S SPDS MCT EURO 6 (S/S) 2DR,30000.0,4300.0,Automatic Transmission,Petrol,RHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,0,2017,12116434.0
GENESIS,G90,78000.0,3342.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019,6761397.0
TOYOTA,PRIUS,15000.0,1800.0,Automatic Transmission,Hybrid,RHD,2WD,5 Seats,5 Doors,hatchback,0,1,0,1,0,0,0,0,2021,2968966.0
TOYOTA,LAND CRUISER PRADO,14000.0,2700.0,Automatic Transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,0,2021,7082053.0
BMW,X3,2000.0,2000.0,Automatic Transmission,Diesel,RHD,4WD,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2022,7422808.0
MERCEDES,E CLASS,79000.0,1991.0,Automatic Transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019,5091697.0
Renault,LUTECIA,35000.0,1600.0,Automatic Transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2019,3203726.0
MERCEDES,S CLASS,23000.0,3982.0,Automatic Transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2022,12155848.999999987
TOYOTA,LAND CRUISER,87000.0,4300.0,Automatic Transmission,Petrol,RHD,4WD,8 Seats,5 Doors,suv,0,1,0,1,0,0,0,1,2016,6045655.0
MERCEDES,S CLASS,126000.0,2925.0,Automatic Transmission,Diesel,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018,6919369.0
TOYOTA,PRIUS Sﾂｰﾘﾝｸﾞｾﾚｸｼｮﾝ,57000.0,1800.0,Automatic Transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2016,2329854.0
PORSCHE,PANAMERA,2000.0,2900.0,Automatic Transmission,Petrol,RHD,Other,5 Seats,5 Doors,sedan,1,1,0,1,0,0,1,1,2022,12155848.999999987
HYUNDAI,GRANDEUR,52000.0,2359.0,Automatic Transmission,Hybrid,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020,4965288.0
NISSAN,NOTE X,8000.0,1200.0,Automatic Transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,0,2021,2616904.0
MERCEDES,GLB CLASS,35000.0,1991.0,Automatic Transmission,Petrol,LHD,Other,5 Seats,4 Doors,hatchback,1,1,0,1,0,0,1,1,2021,5945783.0
